Srce,Region,Province,PublishedDate,PropertyType,PropertyState,Age,Stage,Delivery,CommonExpnsCLP,Floor,ForInvestment,MtTot,MtUtil,Bdroom,Bath,Parking,Storage,Pool,PriceUF,Link
"portal inmobiliario","rm","las condes","21/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","200","185","3","3","2","1","0","13900","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5729605-departamento-en-venta-3-dorm-dorm-de-servicio-brasilia-nuestra-sra-del-rosario-uda"
"portal inmobiliario","rm","las condes","25/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","62","54","2","2","1","1","0","6100","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5428706-la-oracion-av-las-condes-uda"
"portal inmobiliario","rm","estacion central","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","33","31","1","1","0","0","0","2055","https://www.portalinmobiliario.com/venta/departamento/estacion-central-metropolitana/5736811-general-amengual-uda"
"portal inmobiliario","rm","las condes","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","34","29","1","1","0","0","1","4409","https://www.portalinmobiliario.com/mlc-538114933-departamento-en-venta-de-1-dorm-en-las-condes-_jm"
"portal inmobiliario","rm","las condes","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","160","158","4","4","0","0","0","12767","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/5736436-la-macarena-uda"
"portal inmobiliario","rm","san miguel","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","31","31","1","1","0","0","1","2082","https://www.portalinmobiliario.com/venta/departamento/san-miguel-metropolitana/5736809-av-carlos-valdovinos-uda"
"portal inmobiliario","rm","las condes","24/07/2020","aparment","usada","-16","disponible","-16","-16","302","N","140","130","3","3","2","1","0","11390","https://www.portalinmobiliario.com/mlc-538254680-augusto-leguia-norte-250-las-condes-chile-_jm"
"portal inmobiliario","rm","vitacura","23/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","281","117","3","4","1","1","0","20895","https://www.portalinmobiliario.com/venta/departamento/vitacura-metropolitana/5732713-vitacura-nuevos-123-d-uda"
"portal inmobiliario","rm","las condes","22/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","339","139","3","3","0","0","0","21969","https://www.portalinmobiliario.com/venta/departamento/las-condes-metropolitana/4739863-departamento-con-espectacular-vista-en-san-carlos-de-apoquindo-uda"
"portal inmobiliario","rm","santiago","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","N","52","48","2","2","1","1","0","3163","https://www.portalinmobiliario.com/venta/departamento/santiago-metropolitana/5736083-san-martin-compania-uda"
"portal inmobiliario","rm","providencia","24/07/2020","aparment","usada","-16","disponible","-16","-16","-16","Y","80","66","1","1","1","1","0","6700","https://www.portalinmobiliario.com/venta/departamento/providencia-metropolitana/5737602-departamento-nuevo-el-vergel-los-leones-se-vende-departamento-exclusivo-de-lujo-edificio-nuevo-uda"
